Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn
46,Female,34,5,10,14,Premium,Annual,639,7,No
55,Male,10,27,1,2,Premium,Quarterly,211,29,No
60,Male,11,27,6,10,Standard,Monthly,626,30,No
37,Female,52,30,8,6,Basic,Quarterly,367,27,No
29,Male,30,4,5,1,Premium,Monthly,366,19,No
20,Male,34,15,2,14,Premium,Monthly,699,21,No
25,Female,49,15,5,8,Premium,Quarterly,302,25,No
48,Female,1,8,7,13,Premium,Quarterly,400,27,No
65,Female,26,10,6,22,Standard,Quarterly,261,13,Yes
53,Female,32,7,10,18,Standard,Quarterly,213,30,Yes
39,Female,55,5,9,2,Premium,Monthly,214,21,No
55,Male,11,28,5,17,Basic,Annual,503,6,No
19,Male,22,9,1,3,Premium,Quarterly,523,23,No
37,Female,48,17,7,23,Premium,Quarterly,427,19,Yes
35,Female,45,12,3,16,Standard,Annual,786,26,No
34,Male,38,13,4,23,Standard,Monthly,763,9,No
63,Female,31,18,1,6,Premium,Annual,977,27,No
57,Female,48,7,2,5,Basic,Monthly,830,16,No
39,Female,51,25,0,0,Basic,Quarterly,659,25,No
47,Female,55,7,0,8,Premium,Monthly,716,11,No
39,Female,9,5,3,13,Basic,Monthly,147,12,No
65,Male,44,6,7,24,Basic,Monthly,401,7,Yes
55,Female,43,9,9,30,Standard,Monthly,783,5,Yes
21,Female,52,6,8,25,Basic,Annual,258,29,Yes
26,Female,43,16,2,26,Premium,Monthly,924,21,Yes
56,Female,8,30,0,0,Standard,Quarterly,142,30,No
39,Female,44,20,6,11,Standard,Quarterly,442,6,No
21,Male,46,4,10,27,Standard,Quarterly,460,13,Yes
33,Male,36,30,3,29,Basic,Monthly,945,24,No
43,Female,3,25,10,13,Standard,Quarterly,293,7,No
65,Male,48,17,9,28,Premium,Monthly,537,24,Yes
54,Male,9,8,8,0,Basic,Annual,497,18,No
60,Male,47,24,9,20,Premium,Annual,755,1,Yes
26,Male,4,20,8,24,Premium,Annual,290,27,No
45,Male,18,18,4,8,Basic,Monthly,638,11,No
55,Male,25,4,3,25,Premium,Monthly,577,23,No
54,Male,12,7,8,18,Basic,Quarterly,313,28,No
42,Female,8,27,1,4,Premium,Annual,862,3,No
21,Male,51,29,0,10,Standard,Monthly,866,4,No
47,Female,57,28,4,22,Standard,Annual,840,8,No
61,Male,28,29,6,3,Premium,Quarterly,209,3,No
29,Male,4,20,3,14,Premium,Annual,392,7,No
25,Female,9,12,7,19,Premium,Annual,487,7,No
26,Female,23,11,7,12,Premium,Annual,860,12,No
20,Female,47,17,5,24,Basic,Quarterly,936,6,Yes
51,Male,42,12,2,28,Standard,Quarterly,181,3,No
41,Female,50,11,6,29,Standard,Annual,535,16,Yes
33,Female,8,29,2,3,Standard,Annual,795,21,No
56,Female,22,19,1,13,Standard,Annual,378,27,No
24,Female,54,16,3,6,Premium,Quarterly,126,2,No
28,Female,22,28,7,27,Premium,Quarterly,261,5,Yes
57,Female,30,4,9,15,Standard,Monthly,339,21,Yes
57,Female,14,13,7,28,Premium,Monthly,904,22,Yes
21,Female,5,21,4,23,Premium,Quarterly,255,5,Yes
39,Female,26,2,8,7,Standard,Annual,855,20,No
54,Male,15,20,4,7,Basic,Annual,917,25,No
40,Male,48,26,5,22,Basic,Monthly,110,12,Yes
59,Male,33,21,1,3,Standard,Annual,804,30,No
40,Female,15,14,10,0,Basic,Annual,842,5,No
60,Male,36,24,10,6,Standard,Annual,167,20,No
55,Female,55,28,5,17,Standard,Annual,798,30,Yes
25,Female,26,2,10,22,Basic,Quarterly,838,26,Yes
25,Male,49,30,0,9,Premium,Annual,282,27,No
22,Male,37,9,4,15,Premium,Monthly,582,1,No
21,Female,23,29,8,23,Standard,Monthly,487,22,Yes
40,Male,31,26,4,18,Premium,Annual,571,27,No
39,Male,5,5,6,7,Premium,Annual,896,22,No
52,Male,54,7,6,5,Basic,Annual,647,17,No
62,Female,24,2,2,8,Standard,Annual,696,23,No
38,Female,2,30,4,17,Premium,Quarterly,703,26,No
21,Male,4,5,8,5,Premium,Monthly,110,12,No
39,Female,39,2,1,3,Standard,Monthly,810,20,No
50,Female,13,18,5,19,Basic,Quarterly,304,21,No
19,Male,1,2,5,0,Standard,Monthly,717,30,No
63,Female,12,30,2,15,Premium,Annual,374,10,No
55,Male,6,18,8,3,Basic,Monthly,462,6,No
63,Male,28,2,3,16,Standard,Quarterly,748,9,No
48,Female,6,30,1,5,Standard,Monthly,723,23,No
53,Male,19,14,0,2,Basic,Monthly,766,25,No
61,Female,31,7,6,2,Basic,Quarterly,370,29,No
28,Female,4,16,9,11,Basic,Quarterly,889,11,No
42,Female,42,15,6,9,Standard,Monthly,790,11,No
50,Male,32,6,5,10,Premium,Quarterly,212,19,No
29,Female,24,5,4,7,Premium,Quarterly,863,2,No
59,Male,60,27,3,8,Premium,Quarterly,285,20,No
31,Female,52,24,5,25,Basic,Quarterly,572,6,Yes
25,Female,40,4,7,5,Basic,Quarterly,989,23,No
25,Male,50,27,3,25,Basic,Annual,539,24,No
37,Male,43,13,8,18,Standard,Quarterly,941,10,Yes
57,Male,5,5,9,17,Premium,Annual,864,7,Yes
18,Male,5,27,8,23,Premium,Quarterly,510,22,No
62,Female,56,26,3,4,Basic,Quarterly,777,3,No
18,Female,45,3,5,16,Premium,Quarterly,798,2,Yes
45,Female,41,17,1,11,Basic,Annual,614,17,No
49,Male,20,19,2,25,Basic,Quarterly,427,17,No
20,Female,43,3,5,30,Premium,Annual,447,24,Yes
43,Female,33,20,9,23,Basic,Quarterly,567,26,Yes
65,Female,56,12,1,27,Premium,Annual,143,25,Yes
38,Female,28,20,6,26,Basic,Monthly,624,28,Yes
57,Male,37,9,2,15,Premium,Annual,465,12,No
32,Female,22,8,0,7,Premium,Monthly,277,2,No
36,Male,33,23,9,19,Basic,Quarterly,746,12,Yes
23,Female,15,4,2,29,Basic,Quarterly,172,8,Yes
24,Female,51,21,5,12,Premium,Quarterly,233,19,No
50,Female,38,24,8,25,Basic,Annual,966,9,Yes
43,Male,32,30,1,25,Premium,Monthly,585,18,No
64,Female,17,23,6,9,Standard,Annual,244,29,No
36,Female,52,19,6,28,Basic,Quarterly,604,13,Yes
35,Female,52,7,3,29,Basic,Quarterly,149,27,Yes
20,Male,28,4,6,30,Premium,Annual,674,9,Yes
35,Female,26,21,5,22,Standard,Annual,344,20,Yes
54,Female,45,27,9,30,Standard,Annual,950,12,Yes
33,Male,50,28,6,8,Standard,Annual,798,20,No
46,Female,32,28,7,4,Standard,Annual,216,30,No
37,Male,50,20,9,25,Basic,Annual,914,20,Yes
22,Female,56,2,4,23,Basic,Quarterly,287,19,Yes
46,Female,24,22,6,23,Basic,Annual,678,23,Yes
25,Female,10,11,6,23,Standard,Monthly,373,24,Yes
59,Male,9,23,1,10,Basic,Quarterly,531,7,No
20,Female,60,6,10,11,Premium,Monthly,600,19,No
54,Male,19,24,1,15,Basic,Annual,749,16,No
38,Male,19,16,1,25,Standard,Annual,203,6,No
48,Male,37,26,0,15,Standard,Annual,871,15,No
63,Male,36,30,4,27,Basic,Monthly,135,6,No
48,Male,21,9,5,16,Standard,Quarterly,859,14,No
48,Male,30,1,10,19,Basic,Quarterly,721,15,Yes
29,Male,57,6,0,15,Premium,Quarterly,711,20,No
25,Male,52,14,1,19,Premium,Annual,486,7,No
32,Male,56,26,7,3,Standard,Monthly,734,1,No
36,Female,45,20,9,4,Standard,Monthly,342,29,No
42,Male,1,21,9,23,Premium,Monthly,628,2,No
53,Male,54,17,2,19,Basic,Quarterly,543,10,No
43,Female,47,9,8,24,Standard,Quarterly,113,14,Yes
36,Male,33,20,1,19,Standard,Annual,301,19,No
43,Male,16,3,0,28,Standard,Monthly,399,13,No
45,Female,39,27,4,3,Basic,Monthly,546,16,No
64,Female,21,17,8,15,Premium,Quarterly,885,16,No
64,Male,43,21,9,20,Premium,Quarterly,995,17,Yes
52,Male,20,15,0,16,Basic,Monthly,304,2,No
56,Female,31,29,6,15,Premium,Quarterly,182,20,No
20,Female,19,18,10,27,Standard,Quarterly,896,16,No
24,Female,4,10,4,6,Premium,Quarterly,149,4,No
54,Female,51,12,5,19,Basic,Quarterly,856,14,Yes
25,Male,29,25,1,16,Premium,Monthly,479,24,No
63,Male,10,20,6,28,Basic,Quarterly,162,11,No
63,Male,31,23,3,25,Standard,Monthly,902,2,No
42,Male,58,23,3,19,Basic,Annual,745,20,No
23,Female,21,21,8,3,Premium,Annual,907,12,No
29,Male,35,7,1,2,Basic,Monthly,521,14,No
26,Male,49,16,1,8,Basic,Quarterly,905,12,No
44,Male,2,1,8,17,Premium,Annual,980,23,Yes
45,Male,30,11,5,13,Standard,Annual,482,5,No
59,Male,21,9,10,6,Premium,Quarterly,875,26,No
63,Male,29,20,5,1,Standard,Monthly,938,12,No
51,Male,11,27,7,14,Basic,Monthly,422,20,No
46,Female,52,4,3,14,Premium,Monthly,728,23,No
42,Male,42,9,7,8,Basic,Quarterly,706,24,No
20,Female,33,9,6,22,Premium,Quarterly,434,6,Yes
29,Male,36,28,8,29,Standard,Quarterly,214,13,Yes
26,Male,52,29,9,16,Basic,Annual,603,21,Yes
36,Male,16,15,6,10,Basic,Annual,430,15,No
35,Female,38,23,3,24,Premium,Monthly,149,18,Yes
18,Female,48,17,0,24,Basic,Monthly,801,15,Yes
54,Female,6,16,6,5,Premium,Quarterly,163,21,No
21,Male,5,5,6,15,Premium,Monthly,314,30,No
42,Male,57,7,0,9,Standard,Quarterly,785,12,No
29,Male,38,13,5,1,Premium,Annual,914,24,No
58,Female,35,10,5,25,Basic,Quarterly,130,10,Yes
21,Female,9,10,9,14,Premium,Monthly,200,27,No
20,Female,55,25,3,20,Premium,Monthly,742,12,No
42,Male,58,28,10,23,Basic,Monthly,662,13,Yes
65,Female,51,25,3,28,Basic,Annual,296,28,Yes
61,Female,12,19,4,1,Basic,Monthly,303,7,No
30,Male,25,8,1,1,Standard,Annual,218,23,No
49,Female,35,24,4,12,Basic,Annual,238,1,No
38,Male,52,5,2,30,Basic,Monthly,245,1,No
20,Male,31,15,9,0,Premium,Quarterly,719,20,No
65,Female,20,17,1,20,Premium,Monthly,815,11,No
19,Female,41,10,6,18,Standard,Monthly,161,17,Yes
45,Female,17,16,8,16,Basic,Monthly,231,6,No
32,Female,51,18,0,13,Standard,Annual,157,1,No
55,Male,46,14,7,22,Premium,Monthly,634,16,Yes
57,Male,49,18,2,0,Premium,Monthly,915,7,No
58,Male,41,1,9,13,Premium,Quarterly,689,22,Yes
52,Female,48,22,7,6,Standard,Quarterly,592,15,No
63,Male,34,13,9,1,Standard,Quarterly,416,22,No
39,Male,60,8,0,18,Standard,Quarterly,925,2,No
46,Male,44,25,5,27,Premium,Monthly,428,28,Yes
31,Female,35,7,5,0,Basic,Quarterly,277,25,No
44,Female,55,13,7,3,Standard,Annual,837,4,No
47,Female,11,23,5,6,Standard,Monthly,807,15,No
64,Male,38,13,4,25,Basic,Quarterly,342,13,No
18,Female,11,12,1,7,Basic,Annual,484,20,No
56,Female,21,16,9,12,Premium,Monthly,735,4,No
37,Female,42,12,9,8,Basic,Annual,708,9,No
18,Male,32,19,10,10,Basic,Monthly,639,2,No
60,Female,55,11,7,24,Premium,Quarterly,851,27,Yes
55,Male,31,5,9,29,Basic,Annual,613,21,Yes
57,Male,53,4,1,11,Premium,Quarterly,833,30,No
56,Female,43,8,4,30,Basic,Quarterly,721,15,No
56,Female,42,3,6,22,Basic,Monthly,684,7,Yes
40,Female,10,16,3,16,Premium,Annual,819,18,No
39,Female,22,11,0,6,Standard,Monthly,600,22,No
63,Female,16,10,9,26,Standard,Annual,900,18,No
60,Male,55,8,1,16,Premium,Quarterly,828,10,No
46,Male,42,29,0,7,Standard,Monthly,641,11,No
24,Male,11,2,9,23,Basic,Monthly,959,12,No
22,Female,17,4,5,14,Basic,Annual,981,15,No
42,Female,35,15,7,23,Premium,Quarterly,425,28,Yes
55,Female,46,5,6,20,Premium,Monthly,115,26,Yes
47,Male,8,22,10,14,Premium,Monthly,786,16,No
30,Female,21,21,7,22,Premium,Annual,947,27,No
46,Female,12,2,7,10,Standard,Monthly,135,9,No
50,Female,2,15,6,13,Premium,Annual,417,6,No
20,Female,29,19,5,13,Standard,Annual,767,20,No
32,Male,57,4,6,27,Standard,Monthly,348,6,Yes
54,Female,51,26,0,29,Basic,Monthly,610,11,Yes
63,Female,31,5,10,5,Premium,Annual,451,22,Yes
33,Female,27,24,5,13,Standard,Annual,334,7,No
46,Male,52,3,6,13,Standard,Quarterly,578,30,No
43,Female,48,4,10,8,Basic,Annual,357,30,No
28,Female,60,17,8,22,Basic,Annual,518,6,Yes
65,Male,2,18,1,14,Premium,Annual,392,30,No
27,Female,39,26,6,9,Premium,Annual,166,7,No
61,Female,1,11,1,23,Premium,Annual,377,7,Yes
38,Male,43,10,8,12,Standard,Annual,332,17,No
60,Male,53,15,6,4,Standard,Quarterly,965,14,No
18,Male,18,17,4,14,Standard,Annual,133,10,No
44,Male,60,11,8,1,Basic,Quarterly,128,1,No
58,Female,10,11,0,17,Basic,Annual,837,30,No
29,Male,29,16,10,11,Standard,Monthly,813,17,No
42,Male,50,9,1,13,Standard,Monthly,679,5,No
64,Female,34,29,4,8,Premium,Quarterly,111,19,No
40,Male,31,19,0,1,Basic,Annual,580,15,No
31,Female,17,22,2,9,Premium,Quarterly,142,4,No
55,Male,10,15,0,16,Standard,Quarterly,624,17,No
34,Female,60,30,6,26,Basic,Annual,564,13,Yes
53,Male,34,25,4,6,Standard,Annual,133,12,No
56,Female,30,17,3,1,Premium,Quarterly,343,24,No
33,Male,45,18,7,30,Standard,Quarterly,351,12,Yes
21,Female,11,18,10,10,Premium,Monthly,992,4,No
34,Male,52,6,10,23,Premium,Quarterly,626,29,Yes
42,Male,41,4,5,1,Premium,Quarterly,977,4,No
56,Male,38,26,4,24,Premium,Quarterly,140,20,No
56,Female,39,2,0,28,Standard,Monthly,266,21,Yes
57,Male,18,7,8,30,Standard,Quarterly,801,12,No
43,Male,51,4,10,6,Basic,Monthly,543,28,No
60,Male,57,26,1,19,Premium,Quarterly,572,20,No
22,Female,23,26,10,26,Premium,Annual,457,29,Yes
29,Female,40,14,1,25,Basic,Annual,333,19,Yes
35,Female,17,7,2,19,Basic,Monthly,583,21,No
40,Male,22,11,5,11,Basic,Quarterly,883,8,No
32,Female,29,27,6,21,Standard,Annual,114,19,Yes
42,Male,43,29,2,13,Standard,Quarterly,451,20,No
40,Male,38,22,7,23,Premium,Quarterly,689,18,Yes
38,Female,26,6,7,15,Premium,Monthly,763,24,No
59,Male,41,28,1,15,Standard,Quarterly,939,7,No
47,Female,1,6,7,25,Premium,Monthly,245,26,Yes
60,Female,57,1,1,11,Premium,Quarterly,710,14,No
22,Male,58,19,4,19,Premium,Monthly,732,20,No
60,Female,41,25,5,12,Premium,Monthly,924,22,No
39,Male,58,7,10,28,Premium,Monthly,386,10,Yes
60,Male,36,30,3,4,Standard,Monthly,390,2,No
40,Female,15,29,1,17,Basic,Annual,821,28,No
32,Male,21,14,6,20,Basic,Annual,831,30,No
25,Male,21,18,0,9,Standard,Monthly,178,22,No
19,Male,11,28,0,14,Premium,Quarterly,282,30,No
18,Male,2,1,8,24,Standard,Annual,918,4,Yes
54,Female,8,8,3,26,Basic,Quarterly,120,20,Yes
18,Female,22,13,3,2,Basic,Monthly,672,24,No
27,Female,20,21,5,10,Premium,Annual,137,19,No
64,Female,30,4,7,9,Basic,Annual,496,2,Yes
42,Female,17,30,6,25,Standard,Annual,892,18,No
19,Female,17,8,9,29,Basic,Annual,543,25,No
34,Female,16,15,4,15,Standard,Annual,166,2,No
58,Male,14,5,6,20,Premium,Quarterly,195,12,Yes
31,Female,56,14,7,0,Premium,Quarterly,633,28,No
34,Male,37,1,7,24,Standard,Monthly,645,26,Yes
47,Female,36,6,7,29,Premium,Annual,870,21,Yes
18,Male,57,26,8,24,Basic,Annual,799,14,Yes
23,Male,34,13,5,30,Standard,Quarterly,986,8,Yes
19,Female,41,21,10,4,Standard,Quarterly,110,19,No
22,Female,34,10,2,0,Premium,Quarterly,488,7,No
31,Female,29,4,7,30,Basic,Monthly,272,30,Yes
60,Male,20,28,8,18,Basic,Monthly,389,23,No
35,Female,53,12,6,26,Standard,Quarterly,941,15,Yes
19,Male,44,17,2,13,Standard,Quarterly,776,25,No
20,Female,4,1,5,12,Basic,Quarterly,962,5,Yes
59,Female,18,3,9,16,Basic,Quarterly,401,9,Yes
41,Female,18,9,8,3,Basic,Quarterly,890,6,No
65,Female,40,17,5,11,Standard,Monthly,767,2,No
64,Male,44,29,8,25,Standard,Quarterly,231,12,Yes
52,Female,46,29,4,18,Standard,Monthly,486,10,No
65,Female,57,6,10,23,Premium,Monthly,774,10,Yes
58,Male,45,13,2,29,Basic,Monthly,607,26,No
39,Female,34,23,10,4,Standard,Monthly,702,6,No
58,Female,38,17,5,22,Standard,Annual,568,2,Yes
45,Female,35,26,0,21,Basic,Annual,800,9,No
30,Male,10,30,6,18,Standard,Annual,824,28,No
53,Female,10,9,8,15,Standard,Quarterly,577,5,No
32,Male,59,29,6,16,Standard,Quarterly,659,29,Yes
34,Female,4,8,2,20,Standard,Quarterly,405,19,No
51,Female,59,24,6,14,Basic,Monthly,368,30,No
55,Female,4,9,3,30,Premium,Annual,729,12,No
60,Female,14,4,8,5,Premium,Annual,229,8,Yes
25,Male,15,2,1,11,Premium,Annual,412,10,No
21,Male,7,7,4,15,Basic,Annual,248,4,No
19,Male,45,4,3,1,Basic,Annual,324,9,No
37,Female,26,27,1,8,Basic,Monthly,263,26,No
43,Male,40,4,1,15,Premium,Annual,288,23,No
35,Female,17,17,9,9,Basic,Quarterly,886,25,No
47,Female,54,25,0,27,Standard,Annual,460,7,Yes
54,Female,40,18,4,22,Standard,Monthly,739,20,Yes
37,Female,10,19,10,0,Premium,Quarterly,336,2,No
23,Female,22,12,4,4,Standard,Annual,938,3,No
35,Male,13,8,1,1,Basic,Monthly,861,7,No
59,Female,24,26,6,6,Basic,Annual,196,6,No
27,Female,51,26,0,21,Basic,Annual,243,11,Yes
58,Male,15,23,4,12,Basic,Annual,216,14,No
41,Male,30,12,8,1,Premium,Quarterly,855,10,No
59,Male,12,9,4,29,Basic,Annual,358,28,No
59,Male,17,13,10,11,Standard,Quarterly,135,20,No
22,Male,10,23,9,22,Premium,Quarterly,246,8,No
34,Male,32,1,2,0,Premium,Monthly,435,16,No
61,Female,59,23,6,12,Premium,Annual,483,13,No
29,Male,31,14,5,24,Standard,Quarterly,205,24,Yes
29,Male,55,30,5,12,Premium,Monthly,125,23,No
56,Female,36,30,10,0,Premium,Quarterly,558,19,No
24,Male,13,16,6,15,Basic,Monthly,291,5,No
27,Male,25,11,7,24,Basic,Monthly,916,3,Yes
47,Female,19,10,3,6,Basic,Quarterly,630,30,No
65,Female,7,7,4,21,Standard,Annual,305,14,Yes
19,Female,13,21,0,16,Premium,Annual,607,26,No
46,Female,42,10,10,7,Premium,Monthly,421,16,No
65,Female,39,24,10,28,Premium,Annual,586,13,Yes
33,Female,22,25,1,11,Standard,Quarterly,807,12,No
42,Female,38,25,3,14,Standard,Quarterly,413,2,No
21,Male,22,13,0,20,Premium,Monthly,704,16,No
52,Female,43,7,8,15,Standard,Annual,388,27,No
35,Male,60,8,4,10,Basic,Monthly,444,24,No
45,Male,26,22,1,28,Standard,Monthly,872,24,No
50,Female,40,8,1,11,Basic,Quarterly,495,5,No
39,Female,42,21,5,27,Standard,Monthly,400,2,Yes
63,Male,22,10,8,15,Premium,Annual,473,21,No
27,Female,35,26,10,3,Premium,Monthly,183,23,No
64,Male,59,10,4,1,Basic,Quarterly,361,3,No
49,Male,21,22,7,4,Standard,Quarterly,769,4,No
61,Male,22,17,6,20,Standard,Monthly,722,5,No
48,Male,26,16,2,8,Standard,Monthly,738,20,No
19,Male,34,18,6,20,Basic,Monthly,286,17,Yes
51,Male,12,6,0,7,Standard,Monthly,751,24,No
25,Female,40,21,2,12,Premium,Quarterly,186,22,No
18,Female,13,7,5,21,Standard,Monthly,626,9,Yes
44,Male,27,10,0,17,Premium,Annual,503,11,No
36,Male,35,26,9,7,Basic,Annual,911,7,No
41,Female,33,1,0,11,Standard,Annual,316,4,No
29,Female,1,1,7,18,Premium,Monthly,790,20,No
42,Female,33,18,1,24,Standard,Monthly,314,16,Yes
56,Female,17,5,2,0,Basic,Monthly,305,10,No
55,Male,25,25,7,22,Premium,Monthly,914,18,Yes
44,Male,32,4,8,24,Premium,Quarterly,740,16,Yes
33,Male,53,18,8,8,Basic,Quarterly,510,13,No
55,Female,23,2,4,21,Basic,Monthly,150,30,Yes
58,Female,41,22,5,29,Premium,Quarterly,766,13,Yes
51,Male,13,13,7,24,Basic,Quarterly,189,7,No
62,Male,4,20,1,5,Standard,Quarterly,346,21,No
59,Male,58,12,2,28,Standard,Monthly,584,19,No
53,Male,48,24,0,24,Basic,Monthly,973,19,No
22,Male,15,22,1,8,Premium,Quarterly,932,3,No
33,Female,7,2,2,0,Basic,Quarterly,980,18,No
21,Female,12,8,8,6,Premium,Annual,571,6,No
32,Female,7,10,3,0,Basic,Monthly,657,1,No
34,Female,43,17,9,20,Premium,Monthly,921,26,Yes
30,Female,30,28,3,5,Basic,Annual,897,15,No
39,Female,12,26,8,6,Basic,Quarterly,881,2,No
49,Male,11,20,0,13,Standard,Quarterly,721,12,No
42,Male,24,5,2,19,Basic,Monthly,370,1,No
20,Female,6,21,6,28,Premium,Quarterly,488,13,Yes
39,Female,37,7,5,12,Basic,Quarterly,828,24,No
42,Female,57,17,4,23,Standard,Quarterly,739,16,No
20,Female,60,19,7,25,Premium,Quarterly,275,3,Yes
25,Female,23,6,3,8,Basic,Quarterly,250,24,No
50,Male,31,10,10,6,Basic,Quarterly,678,30,No
57,Male,41,29,0,4,Premium,Quarterly,166,15,No
48,Male,8,28,3,16,Standard,Annual,832,30,No
63,Male,36,28,0,0,Premium,Monthly,968,7,No
29,Female,29,6,1,7,Premium,Annual,788,14,No
32,Female,9,24,4,3,Premium,Annual,896,10,No
51,Female,6,7,3,12,Basic,Quarterly,483,13,No
64,Female,40,5,7,9,Standard,Monthly,568,23,Yes
47,Female,33,8,8,13,Basic,Annual,164,7,No
46,Female,2,8,4,9,Premium,Annual,313,3,No
45,Male,48,23,6,22,Standard,Annual,857,17,Yes
42,Male,25,16,3,10,Standard,Quarterly,244,13,No
55,Female,30,20,4,0,Standard,Monthly,906,4,No
36,Male,56,13,7,24,Premium,Annual,334,8,Yes
38,Male,35,1,4,3,Basic,Quarterly,413,8,No
54,Female,5,5,1,16,Standard,Monthly,562,2,No
49,Female,32,25,8,24,Standard,Monthly,462,20,Yes
64,Female,30,8,8,7,Basic,Annual,450,25,No
56,Male,31,19,4,27,Standard,Monthly,789,29,No
21,Female,24,16,9,18,Premium,Quarterly,995,15,Yes
23,Male,7,24,8,4,Premium,Monthly,724,7,No
60,Female,29,16,7,29,Premium,Annual,897,5,Yes
49,Male,30,23,4,5,Standard,Quarterly,513,8,No
31,Female,48,15,3,4,Premium,Annual,124,13,No
27,Female,48,4,1,17,Premium,Annual,667,6,No
22,Female,1,2,4,2,Basic,Annual,622,20,Yes
52,Female,56,12,10,3,Basic,Quarterly,618,14,No
27,Male,10,17,2,0,Basic,Annual,327,7,No
53,Female,19,27,0,25,Premium,Annual,937,3,No
21,Female,20,19,3,19,Premium,Annual,464,26,No
40,Female,30,11,8,4,Premium,Quarterly,511,21,No
62,Male,37,1,5,0,Premium,Quarterly,142,2,Yes
51,Male,42,12,0,9,Premium,Monthly,856,25,No
57,Female,6,19,5,0,Premium,Quarterly,753,12,No
32,Female,19,25,2,23,Standard,Monthly,295,7,Yes
57,Male,5,7,4,2,Premium,Quarterly,722,4,No
59,Female,11,11,10,28,Standard,Quarterly,944,20,No
52,Female,3,14,0,25,Standard,Quarterly,799,28,No
20,Female,31,9,4,4,Basic,Monthly,749,23,No
42,Female,5,16,3,3,Basic,Quarterly,288,6,No
20,Male,8,14,0,3,Premium,Annual,149,20,No
21,Female,11,8,3,9,Basic,Annual,353,6,No
44,Male,52,27,9,5,Standard,Monthly,259,14,No
29,Male,57,11,10,4,Standard,Annual,700,15,No
37,Male,8,23,5,3,Premium,Quarterly,546,7,No
20,Female,12,21,3,13,Basic,Monthly,945,17,No
29,Female,32,22,10,24,Basic,Annual,339,29,Yes
61,Male,1,30,1,24,Standard,Annual,789,15,No
43,Male,39,15,9,11,Basic,Annual,843,23,No
26,Female,40,2,8,0,Standard,Monthly,822,25,No
26,Female,9,21,2,0,Basic,Annual,122,9,No
49,Female,14,15,1,17,Basic,Annual,121,29,No
62,Male,18,25,7,1,Premium,Quarterly,970,8,No
53,Female,33,4,7,2,Premium,Monthly,812,5,Yes
44,Male,11,6,8,21,Premium,Annual,897,16,No
65,Female,51,26,6,13,Premium,Annual,531,7,No
23,Male,57,17,10,28,Basic,Annual,331,27,Yes
61,Male,21,2,0,6,Standard,Monthly,206,29,No
59,Female,54,24,7,18,Premium,Monthly,512,4,Yes
45,Male,21,16,6,18,Premium,Monthly,827,23,No
49,Female,40,22,10,11,Standard,Quarterly,882,9,No
28,Female,22,23,10,11,Premium,Quarterly,188,14,No
18,Male,56,29,3,9,Premium,Quarterly,296,14,No
24,Female,24,13,6,29,Premium,Monthly,366,11,Yes
30,Male,30,2,9,15,Basic,Annual,679,20,No
29,Female,49,23,1,9,Standard,Monthly,833,7,No
62,Female,11,19,3,5,Premium,Quarterly,913,6,No
49,Male,16,10,1,3,Standard,Annual,727,1,No
57,Male,21,8,8,10,Basic,Annual,789,30,No
32,Male,39,11,3,6,Premium,Quarterly,778,14,No
43,Male,13,3,2,23,Premium,Annual,855,1,No
52,Female,47,8,0,3,Premium,Monthly,187,1,No
45,Male,49,27,9,16,Premium,Annual,142,9,Yes
34,Female,31,24,10,12,Premium,Monthly,416,15,No
42,Female,32,9,6,4,Premium,Monthly,845,14,No
25,Female,53,12,1,4,Premium,Annual,668,8,No
28,Male,28,16,3,11,Premium,Quarterly,520,26,No
26,Male,24,20,10,15,Premium,Quarterly,553,22,No
65,Male,7,4,2,1,Premium,Monthly,284,24,No
29,Female,15,5,10,26,Standard,Annual,688,20,No
27,Male,38,10,5,2,Premium,Monthly,118,12,No
50,Male,39,3,2,20,Premium,Quarterly,637,6,No
48,Female,48,28,1,13,Basic,Quarterly,177,7,No
63,Male,24,11,7,15,Standard,Quarterly,546,12,No
56,Female,10,28,7,18,Basic,Monthly,767,30,No
18,Male,42,14,0,28,Standard,Quarterly,907,8,No
47,Female,8,26,8,26,Standard,Monthly,463,20,Yes
39,Male,5,23,8,17,Premium,Monthly,330,17,No
31,Female,50,24,0,9,Basic,Monthly,400,12,No
47,Male,9,19,2,17,Premium,Annual,363,8,No
57,Female,29,1,4,23,Basic,Annual,822,27,Yes
25,Male,30,2,3,8,Premium,Annual,923,11,No
58,Female,2,27,9,20,Basic,Quarterly,762,28,No
57,Female,19,25,0,20,Premium,Annual,459,4,No
47,Male,50,22,8,9,Standard,Annual,299,29,No
52,Male,8,29,9,5,Basic,Annual,667,14,No
36,Male,7,21,1,24,Standard,Quarterly,475,17,No
36,Male,52,22,1,4,Standard,Monthly,358,29,No
36,Male,35,4,1,12,Standard,Quarterly,643,22,No
22,Male,7,3,3,12,Standard,Monthly,970,26,No
55,Male,16,8,4,18,Basic,Monthly,520,8,No
30,Female,9,18,4,13,Standard,Monthly,982,19,No
50,Male,1,6,1,22,Standard,Annual,238,1,No
46,Female,7,13,7,4,Basic,Quarterly,933,28,No
58,Female,47,13,9,4,Standard,Quarterly,661,4,No
37,Male,50,19,4,11,Standard,Annual,103,20,No
